"date","user_id","text","sentiment","replies","retweets","likes"
"2022-09-26 18:28:10+00:00","1.5744658723071E+18","@Disney What kid doesn't think there is more than Infinity idiots? People are bad enough at Math as it is...

#BeyondInfinity?

U set a precedent in the 80s &amp; ur shit ain't that good. Little Mermaid VHS cover, Lion King Dust &amp; stiff penis'?

Why.","negative","0","0","0"
"2022-09-26 16:56:31+00:00","1.5744428071707E+18","Why can’t I buy a @HalleBailey Little Mermaid doll yet?! They’re only selling the white dolls still! Even on the @Disney website!","positive","0","0","0"
"2022-09-26 15:46:49+00:00","1.574425268114E+18","Why are white ppl so upset about Halle Bailey being cast as Ariel in the upcoming live-action Little Mermaid by @Disney? Why act like something is being TAKEN away? Sounds about white to me!  

Check out The Daily Show's video! #TikTok https://t.co/ga6610c96D","positive","0","0","0"
"2022-09-26 15:07:41+00:00","1.5744154199427E+18","How did @Disney NEVER get into trouble for the inappropriate things they put into our classic Disney movie's when I was a child??? You want to have a fit about the little mermaid? Well the priest marrying Ursula on the boat has a boner.. right after she kicks the dog..","negative","3","0","0"
"2022-09-26 14:29:06+00:00","1.5744057072478E+18","@gregzink @BostonCharlie3 @RichardDawkins @Evolutionistrue @Disney @sundancefest MF really brought the little mermaid into an argument about how he's not racist great job","negative","0","0","0"
"2022-09-26 13:14:28+00:00","1.574386924806E+18","Would love to see this version! @Disney @DisneyStudios 
#LittleMermaid https://t.co/bCFu0H8mJA","positive","0","0","0"
"2022-09-26 02:53:30+00:00","1.5742306566656E+18","@Disney no black little mermaid stuff in your store? Hypocrites. https://t.co/bCs7Hs3tSP","negative","0","0","0"
"2022-09-26 00:28:36+00:00","1.5741941912147E+18","@LookAtyj @Disney Likewise Disney can make a new little mermaid without her being Ariel.","negative","0","0","1"
"2022-09-25 22:14:51+00:00","1.5741605289975E+18","It’s So SAD THAT THE LITTLE MERMAID GOT 1.5 MILLION DIS-LIKES THUMBS DOWN BECAUSE @Disney cast a AFRICAN AMERICAN MERMAID!!🤬 I thought we were past that in 2022? They even had TO DISABLE THE COMMENTS because of the DISGUSTING,IGNORANT, THINGS GROWN MEN AND WOMEN WERE SAYING..","positive","0","0","1"
"2022-09-25 21:52:21+00:00","1.5741548691997E+18","I love so many animated @Disney movies. 
Cinderella
101 Dalmatians
Fox and the Hound
The Little Mermaid
Beauty and the Beast
Aladdin
The Lion King
Hercules
Treasure Planet
Atlantis
The Emperor’s New Groove
Milan","positive","1","0","0"
"2022-09-25 21:05:08+00:00","1.5741429836827E+18","Because of @rihanna the superbowl will have its largest viewership in YEARS!!!

@DisneyStudios @Disney please take this opportunity to premiere the official ‘The Little Mermaid’ trailer 

Thank you,
Management","positive","0","1","3"
"2022-09-25 20:44:33+00:00","1.5741378066493E+18","@KBTJWhiteCat @LiamWeb97294743 @Disney @rachelzegler @HalleBailey Goodness, Disney+ isn’t suddenly going to remove all The Little Mermaid movies and remove your memories. 😂 quick buy the dvd while you can before they are all trashed and you can never ever watch the original again!","positive","0","0","0"
"2022-09-25 17:26:24+00:00","1.5740879394155E+18","@LiamWeb97294743 @Armstrong_CK @Disney @rachelzegler @HalleBailey I don’t think you care about accuracy, I think you don’t like that she’s dark skinned 🤷‍♀️ the Disney version of the little mermaid is not the original.","positive","0","0","3"
"2022-09-25 17:22:30+00:00","1.5740869569001E+18","@LiamWeb97294743 @Armstrong_CK @Disney @rachelzegler @HalleBailey So are you upset about the movie Ponyo? It’s nothing like the Disney version of the little mermaid, and the Disney version is nothing like the original story where the prince rejects her and she kills herself.","positive","0","0","2"
"2022-09-25 17:20:30+00:00","1.5740864540114E+18","@Disney does the little mermaid shit herself when she becomes human? Seeing that she always just took dumps in the ocean. #disney #Mermaid #LittleMermaid #Questions #massivedumps #pinchingagrowler #touchingfin","negative","0","0","0"
"2022-09-25 16:56:15+00:00","1.5740803505188E+18","@DWolfeHowls @3denXXX @OliviaG37717638 @Pronaeki @Jen_Wooley @Disney @rachelzegler @HalleBailey Without people protesting the new Little Mermaid, the old Little Mermaid will be erased because the youth will be taught that the new Little Mermaid is the only mermaid and the old Little Mermaid will fade to obscurity.","negative","1","0","0"
"2022-09-25 16:51:59+00:00","1.5740792774395E+18","@LiamWeb97294743 @3denXXX @OliviaG37717638 @Pronaeki @Jen_Wooley @Disney @rachelzegler @HalleBailey I don't know can you come up with a valid reason to think somehow the new Little mermaid movie will erase the original?","positive","1","0","0"
"2022-09-25 16:48:47+00:00","1.574078474222E+18","@LiamWeb97294743 @Disney @rachelzegler @HalleBailey i’m actually excited to see this movie , this is my Ariel also Ariel from 1989 the little mermaid is mind too","positive","2","0","0"
"2022-09-25 16:47:43+00:00","1.5740782025945E+18","@TinyToon9000 @Disney Lol it’s NOT. Wakanda isn’t real. And Africans can be white @elonmusk So what’s the difference? It’s just a story right? A fake made up story? Just like the little mermaid. It shouldn’t matter right? As I’ve said before your thinking is hypocritical.","positive","1","0","1"
"2022-09-25 16:09:40+00:00","1.5740686302492E+18","@DWolfeHowls @3denXXX @OliviaG37717638 @Pronaeki @Jen_Wooley @Disney @rachelzegler @HalleBailey I already explained this isn't about the story. This is about the original cartoon. If Disney wanted to make a Little Mermaid story with a Black mermaid then they should have made an original movie about it.","negative","1","0","1"
"2022-09-25 15:55:04+00:00","1.5740649560178E+18","@LiamWeb97294743 @3denXXX @Pronaeki @Jen_Wooley @Disney @rachelzegler @HalleBailey Secondly there are versions of The Little mermaid throughout almost every single culture with various tellings of the story and the first dimension of mermaids comes from ancient Sumerian.","positive","0","0","0"
"2022-09-25 14:40:53+00:00","1.5740462872714E+18","@LiamWeb97294743 @ajadehsyr @lukearthwalker4 @LeeshD1 @Disney @rachelzegler @HalleBailey And it's amazing that it's really only white conservatives who have an issue. Not white anything else. Not Danish people you know because the author of The Little mermaid was from Denmark.  And you haven't given a valid reason on why the race of the mermaid matters","positive","0","0","1"
"2022-09-25 11:17:53+00:00","1.5739952002124E+18","My former TV news colleague Shannon &amp; his kids checking out the @Disney Little Mermaid trailer... fun stuff ! https://t.co/lbuUfNV6EK","positive","0","1","1"
"2022-09-25 06:43:01+00:00","1.5739260282291E+18","@LiamWeb97294743 @bibicaka21 @Jen_Wooley @Disney @rachelzegler @HalleBailey If you want to watch the og then go watch the og. The new little mermaid isn’t for you.","positive","0","0","2"
"2022-09-25 06:04:01+00:00","1.5739162102275E+18","Why do these fools think that having a Black mermaid in a Disney cartoon starring a White mermaid somehow makes #NotMyAriel irrelevant? The cartoon still had our Ariel.

@BusinessInsider @Disney @hashtagsheweird
#notmyariel #thelittlemermaid #littlemermaid #thelittlemermaid2023 https://t.co/0Gf1Ns9IjR","positive","0","0","1"
"2022-09-25 05:29:16+00:00","1.5739074658712E+18","@FloraFrankie1_ @bibicaka21 @Jen_Wooley @Disney @rachelzegler @HalleBailey This new Little Mermaid movie is intentionally trying to replace an iconic Ariel from a classic movie with a diversity hire substitute.","negative","1","0","1"
"2022-09-25 05:17:04+00:00","1.5739043957959E+18","@FloraFrankie1_ @bibicaka21 @Jen_Wooley @Disney @rachelzegler @HalleBailey If you read my original tweet you would see that I said that I would have no problem if Belle was in a Broadway production rather than the new Little Mermaid movie","negative","2","0","0"
"2022-09-25 04:39:43+00:00","1.573894996457E+18","@Ivoryinie @whckvfbvgg @Disney Lol literally the original Ariel design… the fact that we all already have an image of the little mermaid BECAUSE of Disney’s film. And Hans Christian Andersen actually described her as being white with blue eyes. Though her hair color was unspecified. #themoreyouknow ….","negative","1","0","1"
"2022-09-25 03:43:35+00:00","1.5738808690429E+18","Listen. With all the ""controversy"" over the casting of the new live action Little Mermaid flick, I've got a totally neutral compromise for you. Note. Again, Disney owns the rights to both so this is totally doable! #DoIt @Disney  @DisneyStudios https://t.co/L9VcGJuUBE","positive","0","0","0"
"2022-09-25 03:42:27+00:00","1.5738805864056E+18","@CherryTong14 @HalleBailey @Disney Pease give to her a chance, if you love the old Ariel, watch the old Little mermaid, but she can be a new princess that makes part of the life of the new generation of children....","positive","1","0","3"
"2022-09-25 00:42:16+00:00","1.5738352421751E+18","@Disney can we reshoot the new little mermaid with @iamcardib as Scuttle? #LittleMermaid #LittleMermaidLiveAction #disney","positive","0","0","0"
"2022-09-24 23:52:03+00:00","1.5738226052322E+18","For those people mad at @DisneyStudios over The Little Mermaid, why? I get it, but what’s that anger gonna do? You think @Disney cares? They know what they doing. They know their audience. We were all warned beforehand so if you’re surprised sorry. If it’s not for you, tune out.","positive","0","0","0"
"2022-09-24 19:51:44+00:00","1.5737621243581E+18","Had to share my latest cover video of “Part of Your World” from @disney’s The Little Mermaid by @thejodibenson! Watch more covers by clicking the link below 🎵
https://t.co/Sk3GDLF2pg https://t.co/LviEheEVp9","positive","0","1","1"
"2022-09-24 19:01:56+00:00","1.5737495916479E+18","@Disney after you’re done with The Little Mermaid, can we get a black Tarzan?","negative","0","0","0"
"2022-09-24 16:08:50+00:00","1.5737060294766E+18","@Charelowski @PickledPlatypuz Didn't Will Smith replace the genie in @Disney  Aladdin? 👀 Where was the outrage? Where was hate? 
All of this for a black woman in The Little Mermaid. I'm wondering why the double standards for black men replacing white men on screen? 🤔","positive","0","0","0"
"2022-09-24 15:29:08+00:00","1.5736960383676E+18","@Peeka_Mimi @Disney The little mermaid should’ve been Ariana Grande https://t.co/sMkXbkZriS","negative","1","0","0"
"2022-09-24 15:22:43+00:00","1.5736944246174E+18","This #GowokeGobroke thing is nonsense. Honestly these idjits are giving.@Disney so much free advertising. I honestly wouldn't watch a live action Little Mermaid or Peter Pan (nothing will ever be better than Hook) but now I might. Well done racists. Well done. #LittleMermaid","positive","1","0","0"
"2022-09-24 14:15:49+00:00","1.5736775888197E+18","@Disney Ariel the little mermaid she is white","negative","0","0","0"
"2022-09-24 08:13:17+00:00","1.5735863542351E+18","@HalleBailey star as the little mermaid @Disney https://t.co/Sn3DzkjToU","positive","0","0","1"
"2022-09-24 05:29:09+00:00","1.5735450509691E+18","Little Black Girl Tells The TRUTH In REACTION To The New FAKE Little Mer... https://t.co/zbKeBaqBe5 via @YouTube 

#Trending #TrendingNews #viral #viraltwitter #news #LittleMermaid #TheLittleMermaid #BLM #BlackLivesMatter #BlackTwitter #Disney @DisneyPlus @Disney","negative","0","0","0"
"2022-09-24 03:11:30+00:00","1.5735104099021E+18","#LiveAndLetLive #Blackariel #LittleMermaid @Disney I am so excited!!! https://t.co/lYaYDhZgNv","positive","0","0","5"
"2022-09-24 01:38:42+00:00","1.5734870560802E+18","@LukeLimberis @Armstrong_CK @Disney @rachelzegler @HalleBailey You disagree that the Little Mermaid was a masterpiece?https://t.co/lk71aZnpIs","positive","1","0","0"
"2022-09-23 21:16:23+00:00","1.5734210416194E+18","@Disney Anyone and haters who have a problem with the Little Mermaid race swap are just racist asf. Who cares if the actress is black? Don’t throw a fit over the actress playing as Ariel, cuz that makes y’all racist peeps big whiny babies. Learn to appreciate this upcoming movie.","positive","0","0","0"
"2022-09-23 16:41:33+00:00","1.5733518750339E+18","Who has kids that are #LittleMermaid fans and fancy doing a bit of recording for @BBCSheffield?

@Disney @DisneyPlus @WeAreFatRascal @castindoncaster @SheffieldLyceum https://t.co/CpmNXwsMmK","positive","0","0","2"
"2022-09-23 16:40:57+00:00","1.5733517248107E+18","The people have spoken!! They are saying @PopcaanMusic should play Sebastian on the little mermaid!!! @Disney you know what to do!! https://t.co/k7R3SOcrKh","positive","0","0","0"
"2022-09-23 16:00:03+00:00","1.573341433314E+18","Black children reacted with overwhelming joy when they saw that the new Little Mermaid was ""just like [them]!"". On the other hand, some people are using pseudo-scientific reasons to argue against @Disney 's choice of Halle Bailey.

With @SpheraNetwork https://t.co/UnBhGeGpfk","positive","0","0","4"
"2022-09-23 14:39:25+00:00","1.5733211415607E+18","I love that she did this!
@rachelzegler

Rachel Zegler Takes Down Online Trolls Using #NotMyAriel Against Halle Bailey's Little Mermaid Casting @DisneyStudios @Disney.  https://t.co/V0YkVeUI3k","positive","1","2","4"
"2022-09-23 14:24:44+00:00","1.57331744739E+18","Who is doing the voice of Sebastian in @Disney's Live Action version of ""The Little Mermaid,"" Aziz Ansari?","positive","0","0","0"
"2022-09-23 11:47:19+00:00","1.5732778311776E+18","@HalloweenMyerIM The new #LittleMermaid trailer! 😂 @Disney","positive","0","0","0"
"2022-09-23 09:49:57+00:00","1.5732482923891E+18","#NotMyAriel

@AbominationAj talking about the @Disney Little Mermaid ""Bootleg"" about Black Struggle

Talking Hard!!!!

https://t.co/t280JrWcCq","negative","0","1","3"
"2022-09-23 07:59:06+00:00","1.5732203990849E+18","Regarding all the @Disney  #LittleMermaid hubbub, from one professional (&amp; unique) #mermaid.  LET PEOPLE BELIEVE. ❤️❤️❤️ 

https://t.co/36mOxfPDSN

DREAM BIG, fishies!! 💕💕💕💕 There's room for ALL of us in the ocean!! 💙💙💙","positive","0","0","0"
"2022-09-23 07:43:06+00:00","1.5732163714707E+18","@LiamWeb97294743 @thejenhensays @KianjRyan @Disney @rachelzegler @HalleBailey The hissy fit you, a grown man, are throwing over this is bizarre. Clearly you are very passionate about Disney movies, but I promise you the existence of a black little mermaid is not going to ""erase white people"", you're fine.","positive","0","0","0"
"2022-09-23 06:52:58+00:00","1.5732037547442E+18","@LiamWeb97294743 @Disney @rachelzegler @HalleBailey -""She can be the little mermaid on Broadway, but not in a movie""

*Halle Bailey literally being the little mermaid in a movie*","positive","0","0","3"
"2022-09-23 03:49:57+00:00","1.573157695599E+18","@Armstrong_CK @KianjRyan @LiamWeb97294743 @Disney @rachelzegler @HalleBailey just because a danish author wrote a story doesn't mean it takes place in Denmark it really doesn't and also the little mermaid doesn't even look like it takes place in Denmark Because they have a fucking Jamaican crab And some Caribbean style music and she's a mermaid","positive","0","0","1"
"2022-09-23 03:36:46+00:00","1.5731543776235E+18","Why do these fools think that having a Black mermaid in a Disney cartoon starring a White mermaid somehow makes #NotMyAriel irrelevant? 

@BusinessInsider @Disney @hashtagsheweird
 #blackmermaidsexist #notmyariel #thelittlemermaid2023 #littlemermaid #blackmermaid #blackmermaids https://t.co/UMdlivxgwx","positive","1","0","1"
"2022-09-23 02:01:28+00:00","1.5731303966693E+18","@tha_meziah @official_syk @Disney Wait, there is a Little Mermaid Live Action remake??","positive","1","0","1"
"2022-09-22 23:35:08+00:00","1.573093569254E+18","@Disney They are going to harm the childhood of the children who in their time saw the Little White and Redheaded Mermaid for a girl who does not look anything like the little mermaid we all saw as children They have made the whole world angry with this antics 😡","negative","0","0","1"
"2022-09-22 20:50:57+00:00","1.5730522509682E+18","Ima put this out there now, after Little Mermaid, I’m not watching anymore @Disney live action remakes. They aren’t needed or wanted. We want new original movies! Go back to doing that and I’ll watch em all but I’m not paying to see a downgraded remake of a movie I already own!","negative","1","0","4"
"2022-09-22 19:05:30+00:00","1.573025713548E+18","The audacity of people to be bothered by the Little Mermaid… when Woody from Toy Story‘s character was inspired by a black man, Woody Strode. @Disney","positive","1","2","5"
"2022-09-22 18:47:57+00:00","1.573021298997E+18","@LiamWeb97294743 @Disney @rachelzegler @HalleBailey Liam, Snow White and Little Mermaid can be African American, Hispanic, Asian. Thank you. This is 2022, not 1950. Thank you.","positive","1","0","6"
"2022-09-22 18:36:15+00:00","1.5730183559376E+18","@LiamWeb97294743 @Disney @rachelzegler @HalleBailey You’re a grown bro. Do you really plan to watch little mermaid?","positive","0","0","2"
"2022-09-22 17:48:30+00:00","1.5730063355786E+18","Craig Stein (#CraigStein) will be seen in the highly-anticipated upcoming live-action remake of ‘The Little Mermaid’, which is currently set to release on May 26th 2023! 

@Disney @DisneyStudios 

#Feature #Film #LiveAction #LittleMermaid #HalleBailey #Filming #Actor https://t.co/DilB2AWXbK","positive","0","0","14"
"2022-09-22 16:04:34+00:00","1.5729801819917E+18","@LiamWeb97294743 @Jen_Wooley @Disney @rachelzegler @HalleBailey really #antiWhite is a thing? no one would have complained about a white girl playing this role or say it's #antiblack. so can we just give this little mermaid a fighting chance. the race of the character has no impact on the story.","positive","2","0","7"
"2022-09-22 15:29:54+00:00","1.572971458259E+18","if @Disney @DisneyPlus @DisneyStudios TRY to skip The Little Mermaid from theaters because of these people are upset there's a main character that's a person of color. I'm cancelling my subscription and boycott Disney all together. Make a wise decision! Keep casts diverse!","positive","0","0","0"
"2022-09-22 15:27:51+00:00","1.5729709417973E+18","The @Disney  creative process at this point:
#LittleMermaid #LittleMermaidLiveAction https://t.co/UqblpE47Tj","negative","0","0","0"
"2022-09-22 15:08:45+00:00","1.5729661355191E+18","@LiamWeb97294743 @Disney @rachelzegler @HalleBailey #NotMyAriel here's a bit of advice in 9 words to all the racists

1. just
2. don't
3. watch
4. the
5. little
6. mermaid
7. with
8. Halle
9. Bailey

i'm sure millions upon millions of good rational fair-minded people will enjoy this lovely actress in her little mermaid debut😂","positive","4","1","5"
"2022-09-22 14:04:29+00:00","1.5729499597876E+18","@LiamWeb97294743 @Disney @rachelzegler @HalleBailey you know the little mermaid was written by a danish man named Hans Christian Andersen right 

like from Denmark","positive","2","0","7"
"2022-09-22 13:42:53+00:00","1.5729445252402E+18","For clarity - this performance happened in March and @Disney has since apologized. This post isn’t coming for them. It’s highlighting that some people are more outraged about a Black Little Mermaid than they were about this performance","positive","2","3","25"
"2022-09-22 12:58:35+00:00","1.5729333776106E+18","The hypocrisy is loud and clear. 

When @Disney casts a Black Little Mermaid: “This is unacceptable!🤬”

When @Disney allows a racist performance: “They’re just kids. Stop overreacting!” https://t.co/pfNG6xKUQl","positive","9","20","51"
"2022-09-22 09:47:54+00:00","1.5728853916442E+18","@Armstrong_CK @LiamWeb97294743 @Disney @rachelzegler @HalleBailey They can, just not “The Little Mermaid”","negative","1","1","1"
"2022-09-22 09:03:08+00:00","1.5728741260247E+18","The little mermaid (eyes run away from each other) since no one force me to watch this so I’m not gonna watch it but this is my right to speaks. Disney .. you disrespect to Ariel’s fan such a disappointment @Disney @HalleBailey #NotMyAriel #TheLittleMermaid2023 https://t.co/41XTKr4bii","negative","7","0","8"
"2022-09-22 07:14:51+00:00","1.5728468726955E+18","@LiamWeb97294743 @Disney @rachelzegler @HalleBailey The new The Little Mermaid has no relation to the 1989 animated classic.  Gotta love the multiverse concept.  Like the Kelvin timeline Star Trek.  New Kirk/Original Kirk = New Ariel/Original Ariel","negative","1","0","0"
"2022-09-22 06:46:43+00:00","1.5728397920308E+18","@deez_ketz @Disney @rachelzegler @HalleBailey Is that what DISNEY's Little Mermaid was about? If you hate it so much then why do you care what I think?","positive","1","0","0"
"2022-09-22 05:35:34+00:00","1.5728218904604E+18","Why doesn't anybody like the new mermaid I know she's a black woman but so what that doesn't matter at least we're getting a movie and you have a problem with that then what the hell is wrong with you. And what if this was u  #LittleMermaid #2022 @HalleBailey @Disney #DisneyPlus","positive","0","0","2"
"2022-09-22 00:25:58+00:00","1.572743976998E+18","Instead of changing the @Disney characters, why cant they just be creative and make Disney movie characters that are black? Why change the red hair #LittleMermaid  to a #blackgirl! Like wtf! Why are you erasing the past! Just make another movie with a new black girl character!","negative","0","0","0"
"2022-09-21 23:11:17+00:00","1.5727251792849E+18","If @Disney is ever down to do Metal Mermaid we know who to send 'em to 🤣🧜‍♀️🤘🏼#LittleMermaid #TheLittleMermaid https://t.co/LJPp3AzXUV","positive","0","0","5"
"2022-09-21 22:17:31+00:00","1.572711648905E+18","@LostPompeyLad @LadyGravemaster @KinelRyan @desert_starr_57 @Disney @Kneon There are Asian, Central American, South American, and African countries that their own versions of mermaids. Disney could have used one of them but don't call that adaptation ""The Little Mermaid"".","negative","0","0","2"
"2022-09-21 21:04:09+00:00","1.5726931883929E+18","I’m so mad they showed up that little mermaid trailer and it doesn’t come out until MAY 🙃🙃 why would y’all do that !! @Disney","negative","0","0","0"
"2022-09-21 20:52:31+00:00","1.572690259112E+18","Disney renewed my hope of a live action that is equal to the original with the new Little Mermaid. Im OBSESSED tbh. It be better than the original! But i think i know how they can exceed &amp; be the absolute greatest remake of all time.

Okay hear me out, @Disney..

PRINCE ERIC https://t.co/mACSXcEnSl","positive","0","0","1"
"2022-09-21 20:25:37+00:00","1.572683487161E+18","So, with all the controversy around @Disney's #LittleMermaid movie, the ""using a black person as a shield against criticism"" was quite the cake.

Turning #KingTriton into a middle eastern looking (Spaniard) who ran a globe-spanning harem under the sea is laughably delicious. https://t.co/a17jFztUNT","negative","0","0","0"
"2022-09-21 20:11:31+00:00","1.5726799412419E+18","According to this list updated July 2022, The Little Mermaid trailer is #25 on the most DIS-liked YouTube videos of all time. Good job @Disney you are moving up the list! #DisneyFails 

https://t.co/lxukRhCgtZ","negative","0","0","0"
"2022-09-21 18:29:22+00:00","1.5726542345414E+18","@LiamWeb97294743 @Disney @rachelzegler @HalleBailey I don't think The Little Mermaid is aimed at you so nobody cates about your opinion.","positive","0","0","2"
"2022-09-21 18:21:20+00:00","1.5726522140652E+18","Little Mermaid Race Swap LIES Demolished By Young Black Girl! https://t.co/8A09ZT3mno via @YouTube @Disney @Twitter Woke backfire by the demographic Disney and other corporations are trying to indoctrinate.","negative","0","0","1"
"2022-09-21 14:11:10+00:00","1.5725892542405E+18","Gonna be a Inuk Little Mermaid for Halloween 🎃 😂 #TheLittleMermaid @Disney","negative","0","0","2"
"2022-09-21 11:59:00+00:00","1.5725559953685E+18","@JFrhink @Disney Just search on where the little mermaid is set…","positive","0","0","0"
"2022-09-21 10:49:45+00:00","1.5725385681946E+18","Remember, Disney passed this up for their Little Mermaid remake. #disney #thelittlemermaid #ariel #zoolander #movies #disneyremake #liveactionremake  #humor @disney @benstiller @zoolanderfan https://t.co/T0CCjm8nCI","negative","0","0","0"
"2022-09-21 10:16:27+00:00","1.5725301891918E+18","All i know is @HalleBailey better also be making a live action little mermaid 2 and the last one Ariel’s beginning @Disney 😭😭 please","positive","0","0","0"
"2022-09-21 08:42:20+00:00","1.5725065006687E+18","Plot twist: The ""Little Mermaid"" is just fiction so @Disney can render it on the big screen however they want, why fantasize about the lead being white or black? As far as I remember from the Peter Pan movies, mermaids have ""fangs.""","positive","0","0","0"
"2022-09-21 07:50:04+00:00","1.5724933499067E+18","what are your thoughts about @melissamccarthy playing the role of Ursula on the Little Mermaid? lets us stop the hate on @HalleBailey coz this should be the one we're talking about... @Disney @DisneyStudios please lets make this right HAAHAHHA just kidding you guys! ❤️ https://t.co/MS1reatL3U","positive","0","0","0"
"2022-09-21 06:36:49+00:00","1.5724749130843E+18","You think a Black “Little Mermaid” got conservative panties in a twist?
Let 'em get a gander at this.
#BlackMermaid #LittleMermaid @Disney @DisneyStudios #gaymermaid #LGBTQ https://t.co/PaXX8aR3Pn","negative","0","1","3"
"2022-09-21 03:08:09+00:00","1.5724224020675E+18","@Airdorf @Disney Make the little mermaid the massive bigfin squidmaid","negative","0","0","0"
